Name,Primary_Type,Secondary_Type,Generation,HOG_1541,HOG_1736,HOG_1848,HOG_1869,HOG_1872,HOG_1991,HOG_1998,HOG_1999,HOG_2005,HOG_2011
Cleffa,Fairy,,2.0,0.0,0.0,0.0904236964114626,0.552547104088305,0.1732569873216382,0.0,0.4556460816144528,0.0368085831304777,0.1035847506468,0.2987722733145045
Dialga,Steel,Dragon,4.0,0.0,0.5636368358744717,0.6980966621694955,0.2082520755226302,0.2452113961996705,0.3548458627596982,0.1142573901238725,0.4841284175330947,0.2435196910666526,0.0
Furfrou,Normal,,6.0,0.0,0.6581694937570732,0.4190742658715933,0.4005072917045837,0.3913659834295097,0.3598998274887419,0.0220986508397499,0.0510847612568068,0.3732539588670313,0.4614889115608948
Swablu,Normal,Flying,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skarmory,Steel,Flying,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raging Bolt,Electric,Dragon,9.0,0.0,0.5105414650800554,0.4335166976432653,0.0894751539129163,0.3555637156012153,0.3777812800642178,0.3682120207253448,0.2256974838463149,0.4040914633178802,0.0
Lurantis,Grass,,7.0,0.0,0.4417437596443359,0.6535768354374684,0.2559656278877524,0.5095526462225554,0.0291384828394644,0.4707206725667824,0.0598528411148292,0.0,0.0
Archaludon,Steel,Dragon,9.0,0.0,0.4707293540189897,0.4033770066257187,0.2007821409826735,0.7011457727834236,0.0,0.4381929085756028,0.4381929085756028,0.1112765873456995,0.0
Spewpa,Bug,,6.0,0.0,0.4450852330522749,0.4054851293022732,0.4398824761425104,0.4716255330206199,0.4658820797293433,0.1466988059916049,0.4028237389490095,0.5388633113839185,0.3848437787506
Pincurchin,Electric,,8.0,0.0,0.4025839766374127,0.0918720899793702,0.3444455286838565,0.3521197061976135,0.1378948364208529,0.069711722108571,0.1861144989313852,0.5690793086482142,0.3106433995767086
Eternatus,Poison,Dragon,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dewpider,Water,Bug,7.0,0.0,0.5944177068993376,0.1138698224018152,0.0,0.7038637217810139,0.0,0.5552474984252398,0.4402386002552048,0.1494421126956626,0.3143550432055119
Floatzel,Water,,4.0,0.0,0.2201897843507625,0.1971247475551838,0.0540324126615168,0.5153935003096545,0.3945245866884159,0.0773289826944397,0.4796524396639702,0.0,0.0
Dubwool,Normal,,8.0,0.0,0.424550734809812,0.4264087150849777,0.0168771458647192,0.2450502436379668,0.4541398712622801,0.4034942450924491,0.4034942450924491,0.0146875429652258,0.0
Gligar,Ground,Flying,2.0,0.0,0.3867412184207505,0.0928740038784216,0.3573247583185817,0.2930703076461944,0.4155301776402972,0.1907408505582924,0.018761083285247,0.306321001006257,0.2500516195926485
Terrakion,Rock,Fighting,5.0,0.0,0.4084035639320365,0.4987376341573614,0.1467459129193404,0.4003576888335216,0.1821629377112603,0.1071308287421067,0.1065814468041999,0.0275867616287417,0.5363632234015842
Annihilape,Fighting,Ghost,9.0,0.0,0.4230935786945811,0.402926370530965,0.4234848898375097,0.4129301510995888,0.0,0.5479640061208501,0.4305799537702608,0.4325105453796672,0.3720265284445289
Iron Thorns,Rock,Electric,9.0,0.0,0.3897743378285863,0.0,0.4018194588221999,0.3723194816257353,0.0,0.4139997444926676,0.1937733477631218,0.4002859859040114,0.0
Whimsicott,Grass,Fairy,5.0,0.0,0.651498470791287,0.0,0.0267609993363749,0.1874848298806004,0.0532283549885394,0.0472395309857142,0.1484294591478387,0.1025834005259339,0.1164111810745519
Chikorita,Grass,,2.0,0.0,0.3114013537178015,0.0211736845419505,0.0882482703710169,0.5773502689490632,0.0431996478464732,0.3292036348312686,0.3703237442696295,0.0,0.0
Parasect,Bug,Grass,1.0,0.0,0.0290304672081906,0.8693431307379386,0.1179164432512896,0.1485303127383919,0.1927638147481684,0.0636760077090787,0.0718165730233997,0.0475565878037678,0.0
Bunnelby,Normal,,6.0,0.0,0.3666352963467171,0.2754418057526882,0.353553390538031,0.536766244994024,0.475158431208183,0.1957492078592453,0.1079950349190394,0.0247269253025667,0.0
Swellow,Normal,Flying,3.0,0.0,0.0721737834997792,0.4540130777327699,0.0059963644605051,0.043849584811452,0.0,0.99999999875,0.0,0.3467031158667249,0.0
Blacephalon,Fire,Ghost,7.0,0.0,0.3870121011867438,0.3948156581887714,0.0858671376821144,0.5979964425481562,0.0647452589861243,0.1175524233709094,0.151585503026722,0.4474984878753373,0.3714015919651434
Mienshao,Fighting,,5.0,0.1780867450302403,0.4118100048521875,0.4824862602070883,0.3781642027741806,0.4020323157603542,0.3266173451588278,0.3722853522624674,0.3722853522624674,0.3611732487479316,0.0
Lillipup,Normal,,5.0,0.0,0.4187240179332145,0.353553390538031,0.353553390538031,0.3758207762789648,0.3991649070471007,0.1147335748515812,0.4227928512838159,0.4283407511806285,0.4374294951977947
Bramblin,Grass,Ghost,9.0,0.0,0.4829737577828872,0.3913027631131233,0.0980723545138152,0.5486214766544016,0.0116969593340217,0.0831088311964439,0.0,0.0,0.0
Meltan,Steel,,7.0,0.0,0.4093724759343643,0.0470340784384081,0.5666484365195271,0.3730316344895216,0.0018426033040265,0.0131121896848041,0.0034709315413448,0.0137474538953777,0.5754796745928091
Shiftry,Grass,Dark,3.0,0.0,0.1675992214150787,0.5427308303006052,0.1404586601390318,0.0721375708357751,0.0942578804497707,0.0153758351521169,0.2168831465273982,0.0,0.0
Grookey,Grass,,8.0,0.0,0.0535977610485502,0.4096288601240248,0.08569111652026,0.6337040379778187,0.2150914622016994,0.2631606866619347,0.1750956106121392,0.0,0.0
Bastiodon,Rock,Steel,4.0,0.0,0.3528682064638664,0.3690266482901879,0.2455924151242773,0.4779720007379329,0.4520654845323617,0.0674751377711038,0.343195998387835,0.1176174407336872,0.0838270786675218
Komala,Normal,,7.0,0.0,0.3974005467866573,0.353553390538031,0.0188577500998377,0.4181259261842717,0.0510430712713877,0.0369128515274773,0.0,0.0,0.0
Cloyster,Water,Ice,1.0,0.0,0.5829324326668854,0.0874642578668086,0.2786897660740282,0.2872758251950528,0.0,0.1095456676099511,0.0,0.526918294772625,0.0
Dartrix,Grass,Flying,7.0,0.0,0.0,0.0290769279493778,0.0,0.0,0.6926817592865386,0.0,0.0,0.0,0.0
Grumpig,Psychic,,3.0,0.0,0.0782816454087447,0.4176530251263244,0.4815505744182984,0.4382795295988742,0.0094840261116061,0.0569810119985202,0.0426115104842628,0.0598524345718475,0.0
Shellos,Water,,4.0,0.0,0.3402444346504288,0.407848497075206,0.5524956401115674,0.07766105143316,0.0156973039907262,0.0165198535845352,0.0094949814448644,0.5922764690750861,0.4883941204284688
Zamazenta,Fighting,,8.0,0.0,0.6401808799833816,0.3947681189910529,0.0,0.0,0.5665020591970892,0.0,0.0,0.0,0.0
Kricketot,Bug,,4.0,0.0,0.2135468646842233,0.0175354647124289,0.1087400657307339,0.4160725551374967,0.3909489758043288,0.0223453371576032,0.4073041716399897,0.1026409023633108,0.0
Machoke,Fighting,,1.0,0.0,0.4961220955614854,0.0,0.0,0.2612552170905633,0.0,0.0,0.0,0.2573194566628924,0.3854822995308427
Chatot,Normal,Flying,4.0,0.0,0.2634338152290928,0.152414003580645,0.0385955173639133,0.3532190664942901,0.3600285623087434,0.1372413384428217,0.0,0.0,0.0
Thwackey,Grass,,8.0,0.0,0.4029312844262742,0.5685914156496934,0.2420503216267183,0.4255366506598728,0.3040441865457136,0.5056792006839963,0.5056792006839963,0.1921777259365907,0.3947866721934496
Yamask,Ghost,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tropius,Grass,Flying,3.0,0.0,0.3989232330772592,0.423417446364094,0.2279649942802895,0.374471113855388,0.5527754280140953,0.4846525972402069,0.4846525972402069,0.4182676291825423,0.1197021345851494
Houndstone,Ghost,,9.0,0.0,0.4826131042728556,0.4086826220462257,0.3549884847445899,0.3226823631652493,0.0400408704583993,0.0,0.0,0.0,0.0
Ninetales,Fire,,1.0,0.0,0.4033250383129579,0.0225437352493135,0.5595321489663116,0.1193991085581937,0.2333542687510112,0.1725131472430422,0.049215430116063,0.5732772946901332,0.3867711774184833
Larvesta,Bug,Fire,5.0,0.0,0.1031594498448222,0.4149754959461081,0.3917310365508725,0.2364101469247997,0.5410468551185421,0.0552337256734156,0.1640261156630875,0.4617852670646115,0.1815778513732299
Typhlosion,Fire,,2.0,0.0,0.0,0.0081636476812013,0.6799191521813229,0.1500441353682307,0.0,0.2662676904151669,0.4711550211058325,0.6385650693799318,0.3609961257003213
Cutiefly,Bug,Fairy,7.0,0.0,0.0,0.1912453432178938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Staravia,Normal,Flying,4.0,0.0,0.2404369960245171,0.4856020536809706,0.4659911049472406,0.5383947266524332,0.3571634287032943,0.3998152666250149,0.3998152666250149,0.0,0.0
Dipplin,Grass,Dragon,9.0,0.0,0.5090149733106976,0.2656604084339994,0.4089927873661035,0.1333958658935881,0.0,0.2244575633381698,0.1418691883968864,0.0,0.4258710545873256
Venipede,Bug,Poison,5.0,0.0,0.5099802040364954,0.4119934642193261,0.1617847570786452,0.4106663607893709,0.4442443631412129,0.0181103265790959,0.41736515123709,0.0,0.0385210903131402
Glameow,Normal,,4.0,0.0,0.5315043281279155,0.2872865216828753,0.0,0.0,0.1326621288323077,0.0,0.0,0.0,0.0
Duskull,Ghost,,3.0,0.0,0.0316890416030533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mantyke,Water,Flying,4.0,0.0,0.0275865786278813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swinub,Ice,Ground,2.0,0.0,0.1028673704836833,0.0300611643608953,0.4006398934966225,0.1608184879786215,0.0283098903236359,0.0828745407029897,0.0623179117312493,0.3748619113764391,0.5857597666546468
Gimmighoul,Ghost,,9.0,0.0,0.4245495046342096,0.3772927443340289,0.0640880135014609,0.0,0.1550311912127596,0.0,0.0,0.0,0.0
Oddish,Grass,Poison,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grafaiai,Poison,Normal,9.0,0.0,0.3904540813439066,0.4036660729815567,0.4444178591373178,0.0,0.2557154736127843,0.5417842797295886,0.0834315818878487,0.2776149332693723,0.0
Purrloin,Dark,,5.0,0.0,0.4421116779839135,0.4374219183832961,0.230482432119351,0.6303127747759251,0.3635521606204311,0.3678543070122806,0.3678543070122806,0.3813571848455006,0.0
Larvitar,Rock,Ground,2.0,0.0,0.3682533498149147,0.2077479486290727,0.4258530650121272,0.3592563023072113,0.3646221856603293,0.3864148492494791,0.3864148492494791,0.0286007825424672,0.0
Linoone,Normal,,3.0,0.0,0.0,0.13135839326013,0.1366255961261364,0.2309399228778642,0.0,0.0,0.0,0.0,0.0
Blaziken,Fire,Fighting,3.0,0.0,0.0,0.4730672115623833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phione,Water,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arctibax,Dragon,Ice,9.0,0.0,0.6159957672789641,0.4417771026069508,0.2769536020488592,0.4360733200745974,0.100124264574584,0.2923561828107159,0.2111638256857679,0.3558999550919343,0.1052248076627662
Garbodor,Poison,,5.0,0.0,0.4021113850915909,0.3976272628967539,0.4828204953482909,0.353553390538031,0.0224690033292422,0.5361487350869348,0.1627903794398359,0.1044063295160184,0.5656239236085587
Tatsugiri,Dragon,Water,9.0,0.0,0.5664420351529695,0.5285679826845981,0.5326908597247395,0.0189077663780567,0.0514175491235694,0.5127333767651198,0.0541559997887473,0.5764036445924303,0.1774170183288483
Stunky,Poison,Dark,4.0,0.0,0.0805897204764431,0.4979451400679481,0.1420393134919617,0.0982732545873419,0.0,0.1406916100651271,0.0,0.2972849745721281,0.5642534671358265
Ursaring,Normal,,2.0,0.0,0.0623835638379036,0.4683951223160238,0.1624334422284031,0.142370281256009,0.1764448201845204,0.5740711009623203,0.5740711009623203,0.353553390538031,0.3554497803866855
Toedscool,Ground,Grass,9.0,0.0,0.99999999875,0.5755048206741998,0.0,0.0,0.1806201835302732,0.3239642248766349,0.1124200469094989,0.0,0.0
Dracovish,Water,Dragon,8.0,0.0,0.2043059211910328,0.0245307495227942,0.0284869621473675,0.2153568531286507,0.3362169601722345,0.3401251058605164,0.2894622972345009,0.1944039868451239,0.5521119656173077
Wooloo,Normal,,8.0,0.0,0.1304289467337288,0.2345868403664496,0.4028324101832647,0.5903179191898646,0.4232424752496767,0.0581685394459764,0.0164235300319638,0.0402634061726562,0.0
Crabrawler,Fighting,,7.0,0.0,0.0712924627196189,0.370166295514424,0.5831141115078045,0.0757358056181292,0.0,0.0775259508607494,0.0,0.2799824644616622,0.0
Exeggutor,Grass,Psychic,1.0,0.0,0.4202596870947792,0.0416502039310075,0.5032336757351209,0.382804400452651,0.0,0.0380886963257601,0.3259585199085749,0.625305443558085,0.4708505444619622
Cottonee,Grass,Fairy,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magneton,Electric,Steel,1.0,0.0,0.4054189916204493,0.7806251741500606,0.0490537184565748,0.4218203152046378,0.0,0.0349488776199383,0.0,0.0,0.0
Hitmontop,Fighting,,2.0,0.1391892216771047,0.1753653856407772,0.4194481900601319,0.0182534289695144,0.8931936560298612,0.0992832434608947,0.1042227518019858,0.1554886992316358,0.0,0.0
Great Tusk,Ground,Fighting,9.0,0.0,0.5259220823446107,0.353553390538031,0.4322051362434277,0.2188871372268167,0.4034323486266665,0.3562634401600247,0.1841133140993646,0.3257284703678776,0.3909115419419963
Golett,Ground,Ghost,5.0,0.0,0.390805650577783,0.934975618354692,0.3396539309577421,0.6261468297943051,0.4437558921475861,0.1640778864129608,0.1560496383534563,0.07227858559449,0.4714672400482536
Slugma,Fire,,2.0,0.0,0.1949752337785254,0.3844366795725183,0.4853243688017262,0.193994756864497,0.0290645972469859,0.0120909242405783,0.0375895737642558,0.0373033098434581,0.6309248448741216
Cursola,Ghost,,8.0,0.0,0.3942093811470488,0.1705193871799915,0.0177878199410677,0.4743592852716515,0.0504853448033425,0.0209535407818463,0.0,0.0,0.0
Litleo,Fire,Normal,6.0,0.0,0.4053542656062039,0.353553390538031,0.0,0.0,0.2375179100951956,0.5728570473306474,0.0481361677277284,0.0,0.0
Torchic,Fire,,3.0,0.0,0.3070548765212518,0.3859231536812689,0.1011538555922043,0.7375273818960731,0.1173282687582195,0.3522890070357767,0.1996942141116833,0.0,0.0
Scovillain,Grass,Fire,9.0,0.0,0.463571298243499,0.4175975919227994,0.29318645829555,0.3867704397023104,0.192586941078637,0.0674466943412408,0.0301975695667798,0.3718195998514907,0.0
Regice,Ice,,3.0,0.0,0.2114113170737007,0.6450204895224223,0.364292705360378,0.6278752314528417,0.0,0.0770269362525259,0.1965154803399416,0.3212006805420619,0.0
Roaring Moon,Dragon,Dark,9.0,0.0,0.4242142635346026,0.5272332132111853,0.0,0.0,0.4750515140587654,0.0,0.0,0.0,0.0
Skorupi,Poison,Bug,4.0,0.0,0.4231404754423708,0.0767208793750688,0.5473566817720673,0.273840268525846,0.0152528961075982,0.0208654586958425,0.0297103921283145,0.3804465877363044,0.2176630117854364
Chien-Pao,Dark,Ice,9.0,0.0,0.3969635808202811,0.6382845842269911,0.0984857541596017,0.5021396752525259,0.0,0.0,0.0,0.1860951531625294,0.128062956710128
Lanturn,Water,Electric,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boldore,Rock,,5.0,0.0,0.4342611397122407,0.4600053990729842,0.0536153722096161,0.5279535960489374,0.0,0.0,0.0,0.0,0.0
Stunfisk,Ground,Electric,5.0,0.0,0.5371200544334627,0.1422696879056642,0.1094938529544178,0.1141707126521469,0.0211350177574162,0.0173261722704079,0.0274738530854585,0.0553975929894498,0.6543983069630609
Shuppet,Ghost,,3.0,0.0,0.5320506144181205,0.100392531319767,0.5727327911176991,0.1138692160530021,0.0,0.0,0.0,0.0,0.0
Tauros,Normal,,1.0,0.0,0.6830464291302504,0.886145815849273,0.0906740821905569,0.6319369930145945,0.5118793512912887,0.0,0.0,0.0,0.6494710144023216
Aron,Steel,Rock,3.0,0.0,0.6767710508788523,0.1531201922275668,0.2910300167043093,0.4392711945672647,0.4909205308177798,0.2954451985860761,0.0335078385901796,0.0,0.0
Lycanroc,Rock,,7.0,0.0,0.5703121911650918,0.2408906595491469,0.1074348031591993,0.99999999875,0.3575835322439399,0.0707205763462125,0.177813706558817,0.0,0.0
Glimmet,Rock,Poison,9.0,0.0,0.1513318786106235,0.0,0.4906259440404835,0.0714832007099844,0.0,0.0,0.0,0.0,0.0
Stoutland,Normal,,5.0,0.0,0.5318402967224395,0.0287880415122638,0.4917270513198645,0.0504701806205476,0.0,0.0,0.0,0.0,0.657233325133781
Azurill,Normal,Fairy,3.0,0.0,0.519901426719647,0.0153416171887322,0.4969199930579129,0.1071799998509683,0.1146558870497798,0.0362263364378363,0.172606909345969,0.0,0.0
Mienfoo,Fighting,,5.0,0.0,0.042409727591326,0.0,0.0918995628303036,0.3067147757119683,0.0,0.0,0.0,0.3810350757499766,0.6090971767097372
Mantine,Water,Flying,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liepard,Dark,,5.0,0.0,0.3697579572411544,0.2260159098615993,0.1157068982722013,0.6553357810710496,0.3649572844456238,0.2999683475504419,0.4403519422470698,0.1951714267478435,0.1737828628538547
Abomasnow,Grass,Ice,4.0,0.0,0.620569336702947,0.0875688620905246,0.3583035051716995,0.227300757197905,0.4240495111573566,0.2403306000749905,0.4289439345877875,0.4187479323022921,0.4118820707825086
Altaria,Dragon,Flying,3.0,0.0791892987308348,0.1135873310312314,0.5282974755338876,0.5070676236579081,0.2202262320812667,0.390417983748029,0.1777726004078051,0.1621882647641802,0.3118851508428584,0.486726678868434
Eiscue,Ice,,8.0,0.0,0.4760246192029838,0.2366962081842597,0.2282319737500158,0.476500197810674,0.5486040132632357,0.4016498863299157,0.2253764684565332,0.0,0.0
Zubat,Poison,Flying,1.0,0.0,0.8097485537755104,0.602948800896986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mewtwo,Psychic,,1.0,0.0,0.4569145146477786,0.3765118699171291,0.5555231756738569,0.0760927843753335,0.0,0.3355353078159431,0.0,0.0,0.0
Manaphy,Water,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zarude,Dark,Grass,8.0,0.0,0.3674270426619455,0.4044816111387049,0.4292404054386195,0.1364184743125542,0.2046111569452521,0.4481927734014557,0.3562842242262269,0.0232642756980968,0.0866186719381386
Granbull,Fairy,,2.0,0.0,0.4737726178190094,0.0,0.5663966723462132,0.3238020949339077,0.0,0.1165904797455388,0.0,0.4372950303809682,0.0
Ceruledge,Fire,Ghost,9.0,0.0,0.5570409922353584,0.99999999875,0.1249309278654145,0.1792734535158991,0.5147095726365769,0.4561563033610551,0.4561563033610551,0.0,0.1544542059004746
Koraidon,Fighting,Dragon,9.0,0.0,0.5107460566885094,0.0,0.2996528363756712,0.4084783193198666,0.0608134532464699,0.3235113119326631,0.3268946132465229,0.3692635094113025,0.1993291347840856
Passimian,Fighting,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gorebyss,Water,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ursaluna,Ground,Normal,8.0,0.0,0.3600999977505704,0.2331600907659612,0.1597633385600353,0.2686760604793354,0.0,0.0,0.0,0.2136779271273249,0.0750785705286906
Monferno,Fire,Fighting,4.0,0.0,0.5962066325748094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferrothorn,Grass,Steel,5.0,0.0,0.4286172476711685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnezone,Electric,Steel,4.0,0.5508257267491005,0.2852587203689559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gothitelle,Psychic,,5.0,0.0,0.0434853724537662,0.4289822891090443,0.4099663342930567,0.2356335900266922,0.0028735401055796,0.0149433938847396,0.0294789056249556,0.0535490513985974,0.5424269241591319
Pansage,Grass,,5.0,0.0,0.4698134434395881,0.0457563223841461,0.5281040419073072,0.0232301069811028,0.353553390538031,0.0596710042573021,0.5333222309657427,0.0,0.6865921655198752
Masquerain,Bug,Flying,3.0,0.0,0.0234639138947964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jellicent,Water,Ghost,5.0,0.0,0.2249739461939102,0.4168175689119025,0.132364415739746,0.5467804370923878,0.3872305652461553,0.1096855811191864,0.3518023060295716,0.1835971931601156,0.0
Rabsca,Bug,Psychic,9.0,0.0,0.4055719345019706,0.3929370612352468,0.1196779105095431,0.4752857042351366,0.0,0.0,0.0,0.0,0.0
Metagross,Steel,Psychic,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poltchageist,Grass,Ghost,9.0,0.0,0.4031784210371804,0.0210460791012212,0.017941407892307,0.0,0.0,0.0,0.0,0.0,0.0
Zacian,Fairy,,8.0,0.056458470055789,0.5705889733293756,0.0,0.104827287298272,0.44771450175586,0.0,0.4004972066760426,0.4004972066760426,0.0686198619473655,0.2354763371810844
Cradily,Rock,Grass,3.0,0.0,0.2791066532068563,0.3894197977001333,0.4142853607317833,0.053732340498417,0.0868385581081131,0.1428285426040454,0.0999332580915768,0.3280750038602736,0.5520099589204144
Kartana,Grass,Steel,7.0,0.0,0.501229959641515,0.0,0.4204327193699808,0.0,0.0,0.5091176845939814,0.4131406439521369,0.0,0.0
Scorbunny,Fire,,8.0,0.0,0.3874669735235153,0.5773502689490632,0.4947816010716875,0.6315736967645884,0.0,0.0,0.0,0.0,0.0
Rhyperior,Ground,Rock,4.0,0.0,0.2842985513234903,0.2072288617226681,0.0384123176552425,0.164969098372689,0.0,0.5445581947802662,0.5445581947802662,0.314744247891376,0.368445655685828
Cetoddle,Ice,,9.0,0.0,0.4701410718790303,0.0551377028454655,0.4033599671960334,0.3326048126794723,0.3089823218205034,0.004207221778457,0.3479519725455109,0.5556574164964101,0.4599078975344021
Cranidos,Rock,,4.0,0.0,0.0,0.5203424691673049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinsir,Bug,,1.0,0.0,0.0687436416752613,0.3991489459507398,0.4621307197725859,0.0,0.0,0.0,0.0,0.0,0.0
Dolliv,Grass,Normal,9.0,0.0,0.4232692409693191,0.4933894430503844,0.5082114858227111,0.0,0.0592621987239678,0.3954890982917288,0.0093859222695311,0.3743672009158977,0.0
Zekrom,Dragon,Electric,5.0,0.0,0.4028621199804216,0.99999999875,0.1201993946534424,0.5227913985158218,0.311981487461497,0.2645597211470701,0.1704945256728699,0.4123903038794733,0.4001486984740041
Tepig,Fire,,5.0,0.0,0.2230244242897537,0.0641316196594204,0.4787471548388422,0.022004546505859,0.3841221297271637,0.5212544909436894,0.5212544909436894,0.0,0.5858647590539989
Blissey,Normal,,2.0,0.0,0.4762075546310292,0.695789533284144,0.3911304693052747,0.6242486067789379,0.0,0.1448131538369413,0.0,0.0,0.0
Regirock,Rock,,3.0,0.0,0.4481971278377174,0.1476491169511358,0.1144942348003523,0.4129356565637303,0.1624929094492738,0.0231667055941935,0.0684072544659753,0.4185770894224461,0.0
Espeon,Psychic,,2.0,0.0,0.5820022457640502,0.0430764359708496,0.0606174281167584,0.2579815026007555,0.0587353996490732,0.0457902789392554,0.0483371203073258,0.0651746297528142,0.0
Relicanth,Water,Rock,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirlia,Psychic,Fairy,3.0,0.0,0.99999999875,0.2534416435919502,0.0,0.0,0.2618302620128707,0.5140737547596641,0.075551899810659,0.0,0.0
Sliggoo,Dragon,,6.0,0.0,0.3771579009472245,0.0902469989441368,0.2236905882855875,0.419920425604011,0.0432629888684225,0.1032209122813645,0.0394746154142168,0.1243378409951681,0.0
Loudred,Normal,,3.0,0.0,0.0416270297656243,0.5504286312288497,0.0,0.3070158749537095,0.0,0.0,0.0,0.0,0.0
Duosion,Psychic,,5.0,0.0,0.4069581682220228,0.0266371171149781,0.5557833988163013,0.0347021492486895,0.0,0.0,0.0,0.209866165817351,0.6546115010973085
Nidorino,Poison,,1.0,0.0,0.1562858113326147,0.1894841867791367,0.0883449842730008,0.1497479726327707,0.0,0.0,0.0,0.379360712846627,0.353553390538031
Frillish,Water,Ghost,5.0,0.0,0.142844444510894,0.0,0.6165961967619307,0.425477146650894,0.0,0.0148210248663864,0.0,0.2473309229200697,0.0
Nuzleaf,Grass,Dark,3.0,0.0,0.5652972433212595,0.4025268770870667,0.6296815105946523,0.8715718262865106,0.4390083096526082,0.4015446108867597,0.4015446108867597,0.0,0.0
Dragalge,Poison,Dragon,6.0,0.0,0.4757466956721871,0.0883754966722924,0.082533119260618,0.2753317200290129,0.0,0.0,0.0,0.0,0.0
Lilligant,Grass,,5.0,0.0,0.4763458968760916,0.0205647270163521,0.0603245886951553,0.0937041810230635,0.1158394039094267,0.0825450891081504,0.1304724264921453,0.0,0.1926966801494493
Foongus,Grass,Poison,5.0,0.0,0.2931767209373881,0.0179397938041811,0.5013607246767082,0.3632145079976352,0.0720880442811627,0.007037882854175,0.0,0.0,0.0
Diancie,Rock,Fairy,6.0,0.0,0.0,0.7071067807446058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
