Name,Primary_Type,Secondary_Type,Generation,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Height(m),Weight(kg),Image URL,Attack_Defense_Ratio,SpAtk_SpDef_Ratio,Speed_Avg_Ratio,Physical_Total,Special_Total,Offensive_Total,Defensive_Total,Stat_StdDev,Stat_Range,Highest_Stat_Percentage,Top_Two_Stat_Difference,Physical_Bulk,Special_Bulk,Survivability_Index,Offensive_Potential,BMI,Weight_Height_Ratio,Size_Class,Relative_Power,Type_Rarity,Speed_Tier,RGB_Mean,RGB_Std,RGB_Max,RGB_Min,LBP_Mean,LBP_Std,LBP_Max,LBP_Min,CNN_Mean,CNN_Std,CNN_Max,CNN_Min
Spewpa,Bug,,6.0,45,22,60,27,30,29,213,0.3,8.4,https://img.pokemondb.net/sprites/home/normal/2x/spewpa.jpg,0.3666666666666666,0.9,0.7880434782608696,127,57,49,90,14.265342617687104,38,0.2816901408450704,-15.0,2700,1350,43.267487109222245,25.82625774541816,93.33333333333334,28.000000000000004,Small,2.952182952182953,0.9833333333333332,Very Slow,0.001953125,0.03361499,0.7575226,0.0,0.1111111111066666,0.1095907178146852,0.311199999987552,0.013199999999472,1.4102013,2.827607,26.018059,0.0
Pincurchin,Electric,,8.0,48,101,95,91,85,15,435,0.3,1.0,https://img.pokemondb.net/sprites/home/normal/2x/pincurchin.jpg,1.063157894736842,1.0705882352941176,0.1785714285714285,244,176,192,180,33.83341543503996,86,0.232183908045977,-6.0,4560,4080,72.91125764865114,51.65963599557602,11.11111111111111,3.3333333333333335,Small,5.921086638141458,0.9493670886075948,Very Slow,0.001953125,0.036005836,0.8128357,0.0,0.1111111111048336,0.1058303339380666,0.2954802259720067,0.0124293785303712,1.3098071,3.3555694,47.621674,0.0
Eternatus,Poison,Dragon,8.0,140,85,95,145,95,130,690,20.0,950.0,https://img.pokemondb.net/sprites/home/normal/2x/eternatus.jpg,0.8947368421052632,1.5263157894736843,1.1607142857142858,320,240,230,190,26.267851073127396,60,0.2101449275362318,-5.0,13300,13300,108.10814498872612,117.01550918179028,2.375,47.5,Large,9.392068460500242,0.9873417721518988,Very Fast,0.001953125,0.035111446,0.7930145,0.0,0.1111111111077369,0.1234591328946048,0.4172487093708701,0.0127543273606816,1.1309689,3.0782163,37.166695,0.0
Dewpider,Water,Bug,7.0,38,40,52,40,72,27,269,0.3,4.0,https://img.pokemondb.net/sprites/home/normal/2x/dewpider.jpg,0.7692307692307693,0.5555555555555556,0.5578512396694215,130,112,80,124,15.497311594811103,45,0.2676579925650557,-20.0,1976,2736,52.204324299355456,35.088212858554385,44.44444444444444,13.333333333333334,Small,3.6005511449379957,0.9705882352941176,Very Slow,0.001953125,0.033653874,0.7610321,0.0,0.1111111111061662,0.1100752885292643,0.3386737872568459,0.0102358700484986,1.0973172,2.7900457,34.01191,0.0
Floatzel,Water,,4.0,85,105,55,85,50,115,495,1.1,33.5,https://img.pokemondb.net/sprites/home/normal/2x/floatzel.jpg,1.9090909090909092,1.7,1.513157894736842,245,135,190,105,26.02883016964074,65,0.2323232323232323,-10.0,4675,4250,61.60044835789923,100.87154862901475,27.685950413223136,30.454545454545453,Medium,6.703124999999999,0.9230769230769232,Very Fast,0.001953125,0.031789366,0.71606445,0.0,0.1111111111058351,0.1034849663601012,0.3024691357881069,0.0161443494769162,1.9703941,4.0510135,39.060658,0.0
Dubwool,Normal,,8.0,72,80,100,60,90,88,490,1.3,43.0,https://img.pokemondb.net/sprites/home/normal/2x/dubwool.jpg,0.8,0.6666666666666666,1.0945273631840795,252,150,140,190,14.22204861005146,40,0.2040816326530612,-10.0,7200,6480,86.53497421844448,75.03109821467612,25.44378698224852,33.07692307692307,Medium,6.669729776297274,0.9493670886075948,Fast,0.001953125,0.03119851,0.70077515,0.0,0.1111111111073459,0.1138214275609672,0.3287021348583971,0.0094883090474588,1.6813498,3.0338128,33.663113,0.0
Gligar,Ground,Flying,2.0,65,75,105,35,65,85,430,1.1,64.8,https://img.pokemondb.net/sprites/home/normal/2x/gligar.jpg,0.7142857142857143,0.5384615384615384,1.2318840579710144,245,100,110,170,23.380903889000244,70,0.2441860465116279,-20.0,6825,4225,76.26735249612831,60.652598409735376,53.55371900826445,58.9090909090909,Medium,6.356398161223448,0.9878048780487804,Fast,0.001953125,0.02703444,0.5997162,0.0,0.1111111111072691,0.1210096810864189,0.3841632088387219,0.0072614107881306,1.758172,3.9150298,35.70715,0.0
Terrakion,Rock,Fighting,5.0,91,129,90,72,90,108,580,1.9,260.0,https://img.pokemondb.net/sprites/home/normal/2x/terrakion.jpg,1.4333333333333331,0.8,1.144067796610169,310,162,201,180,19.510680835549195,57,0.2224137931034482,-21.0,8190,8190,90.33210633022732,100.1033597973822,72.02216066481995,136.8421052631579,Large,8.205467973576008,0.9917355371900828,Very Fast,0.001953125,0.02259904,0.49919128,0.0,0.1111111111080298,0.1084071831622649,0.3042151968856291,0.0108153078199995,1.9800106,3.3578675,32.469635,0.0
Annihilape,Fighting,Ghost,9.0,110,115,80,50,90,90,535,1.2,56.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/annihilape.png,1.4375,0.5555555555555556,1.0112359550561798,305,140,165,170,23.327380192954944,65,0.2149532710280373,-5.0,8800,9900,92.52130018365482,80.28543868156201,38.88888888888889,46.66666666666667,Medium,6.972823648856043,0.9891304347826086,Fast,0.001953125,0.032633547,0.7318268,0.0,0.1111111111017346,0.1441982050497794,0.4776371307613808,0.0092827004211575,1.3152547,3.3250878,38.596527,0.0
Iron Thorns,Rock,Electric,9.0,100,134,110,70,84,72,570,1.6,303.0,https://img.pokemondb.net/sprites/scarlet-violet/normal/iron-thorns.png,1.2181818181818185,0.8333333333333334,0.7228915662650602,344,154,204,194,24.68197723035981,64,0.2350877192982456,-24.0,11000,8400,97.39963373377915,87.73612413607559,118.35937499999996,189.375,Large,7.428989681958774,0.9891304347826086,Average,0.001953125,0.032600936,0.7353668,0.0,0.1111111111015654,0.1361279529798222,0.4432989690340808,0.0060137457039507,1.5014043,2.6723557,26.172232,0.0
Whimsicott,Grass,Fairy,5.0,60,67,85,77,75,116,480,0.7,6.6,https://img.pokemondb.net/sprites/home/normal/2x/whimsicott.jpg,0.788235294117647,1.0266666666666666,1.5934065934065935,212,152,144,160,19.616319736382767,56,0.2416666666666666,-31.0,5100,4500,72.59005851623759,84.27029334433078,13.469387755102042,9.428571428571429,Small,6.7907321160629035,0.9834710743801652,Very Fast,0.001953125,0.02320137,0.47610474,0.0,0.1111111111069852,0.1287018759550997,0.407352395083277,0.0051986632006981,1.5156426,3.4147835,34.166798,0.0
Chikorita,Grass,,2.0,45,49,65,49,65,45,318,0.9,6.4,https://img.pokemondb.net/sprites/home/normal/2x/chikorita.jpg,0.7538461538461538,0.7538461538461538,0.8241758241758241,159,114,98,130,9.465727652959384,20,0.2044025157232704,0.0,2925,2925,57.50157525615112,47.62864481167356,7.901234567901234,7.111111111111112,Small,4.700778175044317,0.975609756097561,Slow,0.001953125,0.03548711,0.8009949,0.0,0.1111111111038011,0.1162605236162593,0.3138157894530384,0.0078947368415858,1.0120366,2.6456091,37.371517,0.0
Parasect,Bug,Grass,1.0,60,95,80,60,80,30,405,1.0,29.5,https://img.pokemondb.net/sprites/home/normal/2x/parasect.jpg,1.1875,0.75,0.4,235,140,155,160,22.74862633215465,65,0.2345679012345679,-15.0,4800,4800,72.68482371328557,55.50499102911546,29.5,29.5,Medium,5.936768877202426,0.9830508474576272,Very Slow,0.001953125,0.028457787,0.6372223,0.0,0.1111111111071042,0.1085006238573184,0.3299675441640834,0.0075730256037658,2.419511,3.9926236,34.153847,0.0
Bunnelby,Normal,,6.0,38,36,38,32,36,57,237,0.4,5.0,https://img.pokemondb.net/sprites/home/normal/2x/bunnelby.jpg,0.9473684210526316,0.8888888888888888,1.5833333333333333,112,68,68,74,8.848728722251575,25,0.240506329113924,-19.0,1444,1368,37.32128295889665,40.34370488158755,31.249999999999993,12.5,Small,3.2848232848232852,0.9666666666666668,Slow,0.001953125,0.036280062,0.82025146,0.0,0.1111111111046019,0.104648475350138,0.2981839484301005,0.0117164616279017,1.1459763,2.9028082,37.419235,0.0
Swellow,Normal,Flying,3.0,60,85,60,75,50,125,455,0.7,19.8,https://img.pokemondb.net/sprites/home/normal/2x/swellow.jpg,1.4166666666666667,1.5,1.893939393939394,205,125,160,110,27.095510083160764,75,0.2747252747252747,-40.0,3600,3000,56.462161732861695,92.71074423165472,40.40816326530613,28.28571428571429,Small,6.688469318948078,0.9724770642201834,Very Fast,0.001953125,0.033287518,0.7513275,0.0,0.1111111111070544,0.1112828630870396,0.34355604233868,0.0113179992693932,2.083345,3.9473584,35.051674,0.0
Blacephalon,Fire,Ghost,7.0,53,127,53,151,79,107,570,1.8,13.0,https://img.pokemondb.net/sprites/home/normal/2x/blacephalon.jpg,2.39622641509434,1.9113924050632911,1.1555075593952484,233,230,278,132,40.21939830479815,98,0.2649122807017544,-24.0,2809,4187,60.542396801637125,127.07344832784642,4.012345679012346,7.222222222222222,Medium,7.629420641690177,0.9852941176470588,Very Fast,0.001953125,0.03749723,0.84854126,0.0,0.1111111111065026,0.1044127075502194,0.3226876814465911,0.0078805474903409,1.8991244,4.0039353,40.58976,0.0
Mienshao,Fighting,,5.0,65,125,60,95,60,105,510,1.4,35.5,https://img.pokemondb.net/sprites/home/normal/2x/mienshao.jpg,2.0833333333333335,1.5833333333333333,1.2962962962962965,250,155,220,120,27.386127875258307,65,0.2450980392156862,-20.0,3900,3900,61.62240147749037,107.63189147867767,18.112244897959187,25.357142857142858,Medium,7.215152873316835,0.9669421487603306,Very Fast,0.001953125,0.03618029,0.81755066,0.0,0.1111111111056963,0.1125647777000537,0.3538011695734015,0.0102339181281562,1.3912392,2.874325,32.868496,0.0
Lillipup,Normal,,5.0,45,60,45,25,45,55,275,0.4,4.1,https://img.pokemondb.net/sprites/home/normal/2x/lillipup.jpg,1.3333333333333333,0.5555555555555556,1.25,150,70,85,90,12.006942436218583,35,0.2181818181818181,-5.0,2025,2025,44.99999999999999,43.53293845586805,25.624999999999993,10.249999999999998,Small,3.8905236081610384,0.9421487603305784,Slow,0.001953125,0.031400297,0.70243835,0.0,0.1111111111060948,0.1102920655408114,0.3205417607078762,0.0090293453720528,1.7086362,3.5662317,35.143974,0.0
Bramblin,Grass,Ghost,9.0,40,65,30,45,35,60,275,0.6,0.6,https://img.pokemondb.net/sprites/scarlet-violet/normal/bramblin.png,2.1666666666666665,1.2857142857142858,1.3953488372093024,135,80,110,65,13.934369977385655,35,0.2363636363636363,-5.0,1200,1400,34.76026644886449,55.98766735225871,1.6666666666666667,1.0,Small,3.584161688664321,0.9565217391304348,Average,0.001953125,0.040897623,0.9262543,0.0,0.1111111110872675,0.1357833087456808,0.4442060084883678,0.0128755364779237,0.52234775,1.8349236,26.247543,0.0
Meltan,Steel,,7.0,46,65,65,55,35,34,300,0.2,8.0,https://img.pokemondb.net/sprites/home/normal/2x/meltan.jpg,1.0,1.5714285714285714,0.6390977443609023,176,90,120,100,13.9427400463467,31,0.2166666666666666,0.0,2990,1610,47.12446262992832,49.5357018906481,199.99999999999997,40.0,Small,4.015484548257988,0.9705882352941176,Very Slow,0.001953125,0.033866957,0.7629242,0.0,0.1111111111051083,0.1095291594327345,0.3144246353152661,0.0108049702857479,1.5972323,3.4772427,40.332344,0.0
Shiftry,Grass,Dark,3.0,90,100,60,90,60,80,480,1.3,59.6,https://img.pokemondb.net/sprites/home/normal/2x/shiftry.jpg,1.6666666666666667,1.5,1.0,250,150,190,120,16.73320053068151,40,0.2083333333333333,-10.0,5400,5400,68.6828545531999,89.62809493114327,35.26627218934911,45.84615384615385,Medium,7.055967633175995,0.981651376146789,Fast,0.001953125,0.031779595,0.7175598,0.0,0.1111111111072152,0.1032912014724518,0.3141654978851976,0.0122720897611405,1.8361207,3.3210497,33.929604,0.0
Grookey,Grass,,8.0,50,65,50,40,40,65,310,0.3,5.0,https://img.pokemondb.net/sprites/home/normal/2x/grookey.jpg,1.3,1.0,1.326530612244898,165,80,105,90,11.254628677422756,25,0.2096774193548387,0.0,2500,2000,46.41588833612778,55.28774813678871,55.55555555555556,16.666666666666668,Small,4.219624960514602,0.9367088607594936,Average,0.001953125,0.03295742,0.7451172,0.0,0.1111111111065907,0.1086313222007181,0.3201790073100009,0.0093572009760228,1.5836341,3.9343102,45.366417,0.0
Bastiodon,Rock,Steel,4.0,60,52,168,47,138,30,495,1.3,149.5,https://img.pokemondb.net/sprites/home/normal/2x/bastiodon.jpg,0.3095238095238095,0.3405797101449275,0.3225806451612903,280,185,99,306,56.29120712864488,138,0.3393939393939394,-30.0,10080,8280,111.62972962140272,41.85437091874223,88.46153846153845,115.0,Large,6.703124999999999,0.967032967032967,Very Slow,0.001953125,0.027534675,0.6028137,0.0,0.1111111111069698,0.1064525480180394,0.3328363771773076,0.0100633619079365,1.6426141,2.8753648,28.533287,0.0
Komala,Normal,,7.0,65,115,65,75,95,65,480,0.4,19.9,https://img.pokemondb.net/sprites/home/normal/2x/komala.jpg,1.7692307692307692,0.7894736842105263,0.7831325301204819,245,170,190,160,20.73644135332772,50,0.2395833333333333,-20.0,4225,6175,73.7649591411653,82.4563589205275,124.37499999999996,49.74999999999999,Small,6.424775277212781,0.9264705882352942,Average,0.001953125,0.03050972,0.685318,0.0,0.1111111111065026,0.1105869688707122,0.3218581501318184,0.0091248444625,1.5511065,3.2615798,37.519764,0.0
Cloyster,Water,Ice,1.0,50,95,180,85,45,70,525,1.5,132.5,https://img.pokemondb.net/sprites/home/normal/2x/cloyster.jpg,0.5277777777777778,1.8888888888888888,0.7692307692307693,325,130,180,225,49.26966612430005,135,0.3428571428571428,-85.0,9000,2250,73.98636222991408,82.68248555523864,58.888888888888886,88.33333333333333,Large,7.695811507484627,0.9830508474576272,Average,0.001953125,0.027751027,0.6173706,0.0,0.1111111111077471,0.1078423970608915,0.3133514986281153,0.0136239782012224,1.6764271,3.9380813,34.265305,0.0
Dartrix,Grass,Flying,7.0,78,75,75,70,70,52,420,0.7,16.0,https://img.pokemondb.net/sprites/home/normal/2x/dartrix.jpg,1.0,1.0,0.7065217391304348,228,140,145,145,9.359487165438072,26,0.1857142857142857,-3.0,5850,5460,74.25937711043684,64.87154116716349,32.653061224489804,22.857142857142858,Small,5.621678367561183,0.9705882352941176,Slow,0.001953125,0.031612076,0.712265,0.0,0.1111111111078858,0.1086087259286921,0.3065312046355143,0.0133526850504106,1.4475437,3.140607,36.775284,0.0
Grumpig,Psychic,,3.0,80,45,65,90,110,80,470,0.9,71.5,https://img.pokemondb.net/sprites/home/normal/2x/grumpig.jpg,0.6923076923076923,0.8181818181818182,1.0256410256410255,190,200,135,175,22.06052281036573,65,0.2340425531914893,-20.0,5200,8800,83.01030500589403,68.6828545531999,88.2716049382716,79.44444444444444,Medium,6.9089683074848285,0.9541284403669724,Fast,0.001953125,0.029347923,0.6555786,0.0,0.1111111111071128,0.1085477674314853,0.2939906441060097,0.0104354084199195,1.7998065,3.4134088,36.15012,0.0
Shellos,Water,,4.0,76,48,48,57,62,34,325,0.3,6.3,https://img.pokemondb.net/sprites/home/normal/2x/shellos.jpg,1.0,0.9193548387096774,0.5841924398625429,172,119,105,110,14.34456923949502,42,0.2338461538461538,-14.0,3648,4712,60.92780134930405,45.31044596317315,70.0,21.0,Small,4.401041666666666,0.9230769230769232,Very Slow,0.001953125,0.035127297,0.79348755,0.0,0.1111111111041666,0.1071845248863246,0.3068749999808203,0.0124999999992187,1.2512125,3.0577705,34.766808,0.0
Zamazenta,Fighting,,8.0,92,120,115,80,115,138,660,2.9,210.0,https://img.pokemondb.net/sprites/home/normal/2x/zamazenta.jpg,1.0434782608695652,0.6956521739130435,1.32183908045977,327,195,200,230,20.774984957876622,58,0.209090909090909,-18.0,10580,10580,106.75654317309387,109.82893521108632,24.970273483947683,72.41379310344828,Large,8.983717657869798,0.9493670886075948,Very Fast,0.001953125,0.025771294,0.5764313,0.0,0.1111111111084675,0.1123084105062719,0.3518915060587225,0.0133238163213579,1.4944888,3.4357238,33.642414,0.0
