Name,Primary_Type,Secondary_Type,Generation,HOG_427,HOG_562,HOG_1418,HOG_1840,HOG_1848,HOG_1872,HOG_1991,HOG_1998,HOG_2005,HOG_2011
Iron Valiant,Fairy,Fighting,9.0,0.0,0.0,0.0,0.0,0.7764442432379973,0.747580780768833,0.4846273292762362,0.5714539129882125,0.2787011492493972,0.0
Alcremie,Fairy,,8.0,0.5354496527974764,0.0329669078789168,0.0,0.1260888374157426,0.3334007088556661,0.4472223515539349,0.0334421890841324,0.0497559290980188,0.4326288710368397,0.0
Arctibax,Dragon,Ice,9.0,0.0,0.0,0.0,0.3761792836176259,0.4417771026069508,0.4360733200745974,0.100124264574584,0.2923561828107159,0.3558999550919343,0.1052248076627662
Beautifly,Bug,Flying,3.0,0.0084484364149775,0.6967591614509865,0.1997653186073018,0.0,0.0,0.7071067807446058,0.0,0.0,0.0,0.0
Tapu Lele,Psychic,Fairy,7.0,0.4637325153245483,0.4145559786644624,0.0,0.5093503888536483,0.0965665972508965,0.0795227127187516,0.0,0.2441124173529359,0.0,0.0
Miltank,Normal,,2.0,0.1005117618117743,0.4835283377255513,0.0,0.0590885720364239,0.328169240412518,0.0,0.0,0.0,0.0,0.0
Kirlia,Psychic,Fairy,3.0,0.1947080956719806,0.2503591893363843,0.0,0.6929490225871725,0.2534416435919502,0.0,0.2618302620128707,0.5140737547596641,0.0,0.0
Feraligatr,Water,,2.0,0.4028269712979316,0.1488378266904462,0.0,0.0504502671041665,0.0847861319668063,0.5305000127345749,0.0,0.0,0.0,0.1196441194477346
Gumshoos,Normal,,7.0,0.0,0.0,0.4564926284460421,0.0216201685870524,0.3852297899017002,0.0767939855918966,0.3585280443499287,0.20262757529166,0.6481932308767643,0.5911584916654633
Braixen,Fire,,6.0,0.0144083146081964,0.1682305119337311,0.0,0.6613957920751017,0.99999999875,0.0876680648758457,0.4760563617593094,0.2955634819622579,0.2144641105286776,0.3078400407617289
Machoke,Fighting,,1.0,0.3733899986498791,0.2954913304006609,0.0,0.8085717397959349,0.0,0.2612552170905633,0.0,0.0,0.2573194566628924,0.3854822995308427
Mabosstiff,Dark,,9.0,0.0,0.0,0.0,0.5112700842073101,0.398326882146462,0.4430634658957906,0.3921991655857189,0.0,0.0,0.0
Arceus,Normal,,4.0,0.2958084772449323,0.4641722065852672,0.9999999979005856,0.6860842229945927,0.6202940499208384,0.6116589084784266,0.3903024491151208,0.0866805498590571,0.0360273043391433,0.0
Arctovish,Water,Ice,8.0,0.3465053001355554,0.583435198596319,0.345637082128211,0.4694006961771462,0.387166362471516,0.4483025867365061,0.0,0.0,0.0,0.4866062378153526
Meowth,Normal,,1.0,0.0238162242086586,0.4307099623636172,0.0,0.3030814106015731,0.0752933028929086,0.0,0.0,0.0,0.0,0.0
Aromatisse,Fairy,,6.0,0.1143297523706043,0.262796476827147,0.0,0.398346567739164,0.3994631358877002,0.3675819828488355,0.4553219486682511,0.0422187189948383,0.040185985346707,0.0
Cresselia,Psychic,,4.0,0.0,0.0,0.0,0.2566807084304349,0.0,0.0,0.0,0.0,0.0,0.0
Shelgon,Dragon,,3.0,0.5729688735184827,0.542871053779732,0.0,0.0,0.1114285865089713,0.6711428668493314,0.472153352385081,0.0250076516342018,0.0428380272030784,0.0
Cobalion,Steel,Fighting,5.0,0.4678605067502399,0.4278875988945539,0.0,0.4888797831859193,0.4074773803317323,0.3739465173347497,0.4943036531076162,0.0113291295917028,0.1789503261778245,0.5151061750068887
Gouging Fire,Fire,Dragon,9.0,0.0,0.1634852783585909,0.0,0.373657960059031,0.4417615371782837,0.4615292538003686,0.0,0.5696180983266484,0.1252853406113069,0.1337153345524296
Igglybuff,Normal,Fairy,2.0,0.0,0.4045808691708257,0.0,0.0,0.0,0.1060128269487031,0.0,0.5773502689490632,0.0,0.0
Mankey,Fighting,,1.0,0.0,0.0,0.0,0.0,0.8855831914414756,0.118292065442163,0.4420837358905218,0.0323544786595162,0.4056196512466284,0.0
Popplio,Water,,7.0,0.0,0.5514142116572386,0.3371402345809035,0.1173310148886044,0.1106594898830683,0.0187766392557403,0.0126152238827027,0.0703902065414724,0.5705724176820778,0.4865022357379594
Iron Boulder,Rock,Psychic,9.0,0.0,0.4697148473258384,0.0,0.0,0.0,0.502397667651039,0.0,0.0,0.4683380512128052,0.4084497974383968
Skorupi,Poison,Bug,4.0,0.0,0.0,0.0748027900173164,0.2706223161486825,0.0767208793750688,0.273840268525846,0.0152528961075982,0.0208654586958425,0.3804465877363044,0.2176630117854364
Drednaw,Water,Rock,8.0,0.0,0.0,0.0927182534896836,0.6643248707125642,0.3770544555022853,0.0953684907294952,0.1185621344887146,0.0245402199327866,0.1599261086514171,0.3769854100904689
Rhyhorn,Ground,Rock,1.0,0.1543856849428296,0.0663391967054205,0.0176446022969242,0.2208040630076617,0.4024497031408799,0.2087398684037769,0.3713940278935091,0.1568820457970588,0.4293870098429004,0.063343468647009
Drizzile,Water,,8.0,0.0,0.1043365230353391,0.0,0.3784812653998646,0.3816040695793783,0.379895917505488,0.4434458589972265,0.99999999875,0.3220919569755119,0.1782972212330714
Palpitoad,Water,Ground,5.0,0.1358872469213072,0.2436280196419717,0.0,0.5404681465249688,0.0020842295961941,0.387284703390279,0.353553390538031,0.3796881628038698,0.4011418785877836,0.1423927590867918
Perrserker,Steel,,8.0,0.1322792909115477,0.1609756636634308,0.0,0.1942909253430545,0.3848932320518076,0.2032349220456629,0.1218038528793329,0.0,0.0603173000503051,0.2804442547973909
Dragonair,Dragon,,1.0,0.0,0.0182663860419412,0.0404384679103117,0.1351407150784409,0.0,0.0584370572060431,0.0096809002387032,0.0147026671429768,0.0348975127958913,0.6447703677697887
Treecko,Grass,,3.0,0.158806179364249,0.3833519911826932,0.0,0.4358706309074462,0.4391260945087268,0.0715907791274218,0.1384455722296969,0.379766630886699,0.6957246498794647,0.5266474467837693
Electabuzz,Electric,,1.0,0.1317225286515403,0.1552449893953659,0.0,0.4612735747853007,0.2414314756596692,0.3124006561770039,0.1187899688108848,0.4627275577663683,0.5150567137315061,0.059189651814567
Horsea,Water,,1.0,0.0951280083077415,0.1561629936199355,0.0,0.1141953646469622,0.0622429727831189,0.0,0.0,0.0,0.0,0.0
Pumpkaboo,Ghost,Grass,6.0,0.0,0.4271156399128526,0.0,0.2108168206374752,0.5512086420284315,0.4805026388643759,0.0,0.2202740929809569,0.0,0.0
Togetic,Fairy,Flying,2.0,0.5369630112166177,0.2382117886588166,0.0,0.1852836230599577,0.4901278569956494,0.5310900091504499,0.0,0.0,0.0,0.0
Skarmory,Steel,Flying,2.0,0.394914141979188,0.4498565361228178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parasect,Bug,Grass,1.0,0.0,0.1487793193078167,0.0299945203685972,0.0,0.8693431307379386,0.1485303127383919,0.1927638147481684,0.0636760077090787,0.0475565878037678,0.0
Mr. Mime,Psychic,Fairy,1.0,0.0934674308254698,0.4743720984229815,0.0,0.6595816833562848,0.0,0.8706757140574689,0.0,0.0,0.0,0.3192722445915603
Sinistea,Ghost,,8.0,0.3549803339039245,0.1617821964043793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dewgong,Water,Ice,1.0,0.145473934828846,0.0955171498313438,0.1208757215408171,0.0,0.0,0.3948301977802667,0.0,0.0,0.0,0.0
Vikavolt,Bug,Electric,7.0,0.1293710129230933,0.1036674003491142,0.0,0.413610583523094,0.5331807322250718,0.0,0.0,0.0,0.0,0.0
Solosis,Psychic,,5.0,0.4853380492278775,0.2671592522438596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mienfoo,Fighting,,5.0,0.0,0.0,0.2197251055782119,0.4779872148625779,0.0,0.3067147757119683,0.0,0.0,0.3810350757499766,0.6090971767097372
Sandaconda,Ground,,8.0,0.0,0.0,0.0,0.2163910440646057,0.069147448555014,0.0739947496929665,0.0596274733750635,0.4681043909681318,0.1421174526996388,0.6555213816692687
Cascoon,Bug,,3.0,0.0,0.0,0.99999999875,0.0,0.7679293954606351,0.8959745738804343,0.4069093288179847,0.0,0.0,0.0
Toxapex,Poison,Water,7.0,0.0,0.0,0.0,0.0492304254633589,0.0020167572432116,0.2442208123501482,0.5824398017772432,0.2696855486355014,0.1277293349803954,0.6159745543742139
Zamazenta,Fighting,,8.0,0.2325950210379701,0.122811797511035,0.0336773319382143,0.2093588517105226,0.3947681189910529,0.0,0.5665020591970892,0.0,0.0,0.0
Tentacruel,Water,Poison,1.0,0.2611408556458347,0.299479384887414,0.4995184274453003,0.0,0.0,0.5773502689490632,0.0,0.0,0.0,0.0
Registeel,Steel,,3.0,0.0,0.492115360065735,0.6846729539659329,0.4832369884311842,0.5739000963946722,0.5743206158511083,0.4581412834457932,0.0600661372243072,0.0836844622658857,0.0
Misdreavus,Ghost,,2.0,0.0625566541419691,0.1270394132306504,0.0,0.1610115933209609,0.067081754582612,0.6267640494139244,0.0,0.0,0.0,0.0
Starly,Normal,Flying,4.0,0.0,0.1681368782951579,0.0,0.3295187100516189,0.3734792536653377,0.4129209873838019,0.2124327199182366,0.3202189646654513,0.0,0.0
Gible,Dragon,Ground,4.0,0.6440906244248892,0.5011228593895272,0.0280415619980818,0.0764018736322386,0.0229711427444608,0.0204384482893502,0.1895124812105743,0.1150815999336923,0.2051555819158364,0.6415626437203681
Croagunk,Poison,Fighting,4.0,0.1635756329641534,0.1022379250612703,0.2345704782711041,0.0822204445877377,0.5228515171014301,0.2089900814735719,0.0,0.4552955982580583,0.4876311192495378,0.4818286306863067
Ampharos,Electric,,2.0,0.0,0.0907289700591312,0.0,0.1558398901611874,0.4491569183668519,0.3277004172680958,0.0,0.117710662521649,0.0,0.7071067807446058
Slowbro,Water,Psychic,1.0,0.4435332754216255,0.3616492200423669,0.0909448158867303,0.017636486530711,0.0471511482667381,0.2567277501942387,0.4276244754961948,0.3541621384455538,0.3944829577904429,0.0
Flareon,Fire,,1.0,0.4280206668878691,0.0,0.1288979238489226,0.5398933372918956,0.6838338046227566,0.0992251676457286,0.3289390770371199,0.1420423453834387,0.0,0.4852263820978841
Quaxly,Water,,9.0,0.0,0.0,0.0,0.4506165081423852,0.4096256095714673,0.0,0.3383378095590044,0.4601849296120889,0.0,0.0
Lucario,Fighting,Steel,4.0,0.1069084631202754,0.4499562151833174,0.0,0.99999999875,0.0,0.4033044282926864,0.3713139301306652,0.2413100277270432,0.0378212710695809,0.0
Hawlucha,Fighting,Flying,6.0,0.5945417004502915,0.1593391820369741,0.3951065150398154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hippopotas,Ground,,4.0,0.0,0.0479192601242134,0.0669941584136682,0.0149366682624274,0.2327888537883964,0.4190234695774293,0.0178466195896999,0.3199525371947216,0.5014763114266477,0.4699704663288528
Bulbasaur,Grass,Poison,1.0,0.0,0.99999999875,0.1343639546477354,0.4132073904489436,0.359271054594052,0.2493544589544769,0.353553390538031,0.3431474125286152,0.0341763497562351,0.4350713926352806
Simipour,Water,,5.0,0.2079903146661718,0.5628256442358772,0.1921180819027279,0.4124795821692938,0.5659965108176698,0.3717153768440293,0.258929707724319,0.4907463094218796,0.1200448961530436,0.4157851716673573
Shuppet,Ghost,,3.0,0.0119841129943277,0.0208743264365006,0.0,0.2301196866636679,0.100392531319767,0.1138692160530021,0.0,0.0,0.0,0.0
Latios,Dragon,Psychic,3.0,0.0,0.2940548243527494,0.3879127791872071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tapu Bulu,Grass,Fairy,7.0,0.6071943244675818,0.3586263635636748,0.0,0.6908836745274497,0.4190620803549683,0.6352354903260914,0.1566135412118049,0.0963938485114594,0.0,0.0
Scizor,Bug,Steel,2.0,0.236424848853879,0.2272632722913159,0.0,0.0,0.0,0.0886762979425533,0.0,0.0,0.5333503320259407,0.3460389922832629
Poochyena,Dark,,3.0,0.0,0.4289103623343844,0.0,0.079941204492402,0.5453254372800906,0.4166105109895984,0.1082266024053612,0.0,0.2871578403036116,0.0392448443319407
Archeops,Rock,Flying,5.0,0.353553390538031,0.4148045112383293,0.0,0.5210406288747786,0.4783890380289053,0.0,0.0637820755790086,0.0,0.0,0.0
Darkrai,Dark,,4.0,0.0331462331655097,0.4386304805865556,0.0,0.4693496148814071,0.0,0.0,0.0,0.0,0.0,0.0
Floatzel,Water,,4.0,0.3159057967130755,0.0781499885623313,0.0,0.0219646614038578,0.1971247475551838,0.5153935003096545,0.3945245866884159,0.0773289826944397,0.0,0.0
Smoochum,Ice,Psychic,2.0,0.0,0.0333838876249487,0.0,0.23516313118378,0.1068877570201909,0.5875362386109138,0.1508485467875195,0.097389184736289,0.0,0.0
Pikachu,Electric,,1.0,0.4693469035098708,0.0426892525306142,0.0,0.1636640299993877,0.5103662968364405,0.0,0.0,0.0,0.0,0.0
Wishiwashi,Water,,7.0,0.0,0.3497806818158702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glimmora,Rock,Poison,9.0,0.0,0.0,0.0,0.0578217500592045,0.0183038935915804,0.0,0.0,0.0,0.0,0.0
Darumaka,Fire,,5.0,0.4004027602825217,0.0389098362307697,0.0,0.2954167414537118,0.3727914523041822,0.0,0.0,0.0,0.0,0.0
Magikarp,Water,,1.0,0.4701132409930083,0.4005799099278051,0.0,0.0909311562271627,0.1123266389383168,0.0,0.0,0.0,0.0,0.0
Maschiff,Dark,,9.0,0.0,0.0,0.0,0.2449293149803589,0.4264416175481245,0.3333204359209966,0.1453482961621297,0.1445279954499391,0.3475314626443551,0.3873083831077213
Venipede,Bug,Poison,5.0,0.0,0.0,0.2596516743295876,0.4017145905198482,0.4119934642193261,0.4106663607893709,0.4442443631412129,0.0181103265790959,0.0,0.0385210903131402
Infernape,Fire,Fighting,4.0,0.0,0.5579811325947529,0.5626026268403862,0.2445984638908663,0.6292608009702468,0.423971580035579,0.0,0.1244558335757675,0.3520060331504034,0.3915947680571786
Cherrim,Grass,,4.0,0.6514351489400861,0.5205970099066712,0.0,0.1092555042926294,0.2348721506191217,0.1101931113477711,0.0535514857878914,0.0184597454986991,0.0,0.3489466290073718
Diggersby,Normal,Ground,6.0,0.4981502191358624,0.0387030406595139,0.0,0.2189247996911532,0.487886707704224,0.0408531838497819,0.557124566875412,0.5500964189833026,0.130822680764114,0.3794915482051154
Hitmonlee,Fighting,,1.0,0.7010402876315244,0.0253855535495242,0.0,0.1874494857049288,0.7049921741441603,0.0,0.0,0.0,0.0,0.0
Toedscruel,Ground,Grass,9.0,0.0,0.0,0.0,0.4531997708734283,0.4736657364305239,0.4771189282550872,0.4225067662596031,0.3796094981351325,0.0,0.0
Roselia,Grass,Poison,3.0,0.0,0.99999999875,0.0913516517680693,0.1365921111111726,0.4469213558901201,0.0,0.3257169622866602,0.0,0.0,0.0
Dusknoir,Ghost,,4.0,0.0,0.3897081505165604,0.537228863965189,0.0932772404848626,0.1403042816272359,0.0,0.0,0.0,0.0,0.0
Annihilape,Fighting,Ghost,9.0,0.0,0.0,0.0,0.390343350323954,0.402926370530965,0.4129301510995888,0.0,0.5479640061208501,0.4325105453796672,0.3720265284445289
Rampardos,Rock,,4.0,0.0,0.2671644334739309,0.0,0.701153554472454,0.4954546964702033,0.0,0.1252160231662261,0.398846062405646,0.0,0.0
Sylveon,Fairy,,6.0,0.1337491237222962,0.5277888005039729,0.0,0.4602696631049061,0.4600158305460204,0.9771511793000414,0.4736489900435301,0.3700072379001989,0.0,0.0
Amoonguss,Grass,Poison,5.0,0.0,0.677043257534125,0.1487042826376388,0.0087626215883279,0.0020173191783766,0.1125599071719672,0.0087470029157303,0.0195861109458355,0.068080497561792,0.3138475627853916
Pachirisu,Electric,,4.0,0.0,0.0,0.0,0.3503534277177854,0.1124903565471938,0.0,0.0,0.0,0.0,0.0
Pinsir,Bug,,1.0,0.0235206819350215,0.0,0.0,0.1627310674456618,0.3991489459507398,0.0,0.0,0.0,0.0,0.0
Stunky,Poison,Dark,4.0,0.0,0.0,0.2489215028099576,0.6991421497811037,0.4979451400679481,0.0982732545873419,0.0,0.1406916100651271,0.2972849745721281,0.5642534671358265
Wobbuffet,Psychic,,2.0,0.5527139791025277,0.3803425811388146,0.0,0.1247058247941537,0.1447205451340382,0.4864051520744253,0.0678506094748239,0.1068806483288136,0.2975966601811911,0.0
Phanpy,Ground,,2.0,0.0,0.4852349645024371,0.0,0.5976200659783911,0.523187153810015,0.5128607655077646,0.2328245323212921,0.0585866373156468,0.3905831975755339,0.5365391775246893
Magnezone,Electric,Steel,4.0,0.0,0.0,0.3977236480807488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weavile,Dark,Ice,4.0,0.128453116225908,0.065979218651387,0.4802396869004547,0.4584103524664879,0.5946049410099801,0.3514301385176435,0.0,0.4933581009695221,0.5956146555617732,0.1743458324871578
Snom,Ice,Bug,8.0,0.0,0.0,0.0,0.1403514336090555,0.5458348247333208,0.1824451763946941,0.3871872220596032,0.0120447032954162,0.053707025620347,0.5776845175298445
Breloom,Grass,Fighting,3.0,0.4819502166509917,0.3675021060784497,0.0,0.5455566339539546,0.6696316929834485,0.8735140955423015,0.433735571513927,0.0621735615296599,0.0,0.0
Fomantis,Grass,,7.0,0.0,0.6696189787824645,0.0,0.4825654255480706,0.3634957048429211,0.4788933636059999,0.1905678301106549,0.2721134728983794,0.1179414110117952,0.3515043805662722
Eelektrik,Electric,,5.0,0.0440186661259137,0.4527928290600076,0.0,0.1346013118815475,0.0528878546304292,0.0238540461106033,0.0,0.0147266511921904,0.3632103128182958,0.6951213827262035
Clawitzer,Water,,6.0,0.0,0.380243217619523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grapploct,Fighting,,8.0,0.107796006313062,0.4079704996609289,0.0469262678308768,0.0474124258244491,0.0991323666749744,0.3671991547518946,0.1073990055993021,0.0943773488249268,0.3336378053996244,0.401617254551715
Rayquaza,Dragon,Flying,3.0,0.6324256228497946,0.1023729495258488,0.4005976970100086,0.5773502689490632,0.0,0.0,0.0,0.0,0.0,0.0
Houndoom,Dark,Fire,2.0,0.4194649847311024,0.2089767532027078,0.0,0.3998468780229102,0.3621358485917649,0.99999999875,0.4872649355396912,0.5773502689490632,0.0,0.3275196620605272
Carbink,Rock,Fairy,6.0,0.5953052887034598,0.3771507934476178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kecleon,Normal,,3.0,0.4635860209719465,0.4972347349523496,0.1845097094965225,0.3878987593249725,0.3905384839970516,0.0726538294700757,0.5308833603736391,0.2866892891252302,0.0442773534980993,0.7051427023147661
Granbull,Fairy,,2.0,0.26235282883247,0.4002719452499485,0.0,0.5479847713240539,0.0,0.3238020949339077,0.0,0.1165904797455388,0.4372950303809682,0.0
Aurorus,Rock,Ice,6.0,0.3936890071968956,0.0661298525235913,0.0,0.4133427132859653,0.396610387400542,0.7006914267869154,0.4985371852868971,0.3818019217167758,0.042591090745387,0.0
Volcarona,Bug,Fire,5.0,0.064969791124832,0.060234125622093,0.0,0.0,0.1632847502358696,0.0,0.0,0.0,0.0,0.0
Trapinch,Ground,,3.0,0.7577484010764048,0.5668819323105231,0.0,0.4047343411844604,0.4099944289802069,0.5635632017002683,0.0,0.5159093387595733,0.4356156839057319,0.6133826923336161
Tapu Koko,Electric,Fairy,7.0,0.4824648611799957,0.5335441814047729,0.0,0.4729422280687416,0.2216077092836335,0.0,0.0,0.0,0.0,0.0
Porygon,Normal,,1.0,0.475995001793291,0.1032101735300902,0.5773502689490632,0.0,0.0,0.0587910827520218,0.0,0.4492311177781762,0.0,0.7037996723276615
Wooper,Water,Ground,2.0,0.2980458650399523,0.1042047744552821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aegislash,Steel,Ghost,6.0,0.0,0.0970229206525017,0.0,0.5486368265912609,0.3042275759488383,0.0,0.0,0.0,0.0,0.0
Simisage,Grass,,5.0,0.0913393935300653,0.1595880094939454,0.0,0.4049531088731433,0.3401710670812595,0.4033898032667863,0.4349739216423812,0.3608881195195385,0.0910896256341081,0.0
Gothitelle,Psychic,,5.0,0.1795097002243194,0.2792023155936985,0.0,0.5330456690519652,0.4289822891090443,0.2356335900266922,0.0028735401055796,0.0149433938847396,0.0535490513985974,0.5424269241591319
Magnemite,Electric,Steel,1.0,0.0,0.6713082219673325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhyperior,Ground,Rock,4.0,0.0,0.08777905231021,0.0,0.4016159143984776,0.2072288617226681,0.164969098372689,0.0,0.5445581947802662,0.314744247891376,0.368445655685828
Staraptor,Normal,Flying,4.0,0.6257475633478706,0.4453819464801746,0.0,0.2766420340856985,0.45470362872875,0.4091368623812318,0.3728598246839736,0.1150803837083021,0.4521011767004368,0.0
Copperajah,Steel,,8.0,0.0899113617362247,0.333020054443033,0.0,0.5304635448166517,0.5749591541886748,0.4428791715410055,0.1903144494076584,0.1406171752514385,0.1123162488120654,0.3240904278302127
Zubat,Poison,Flying,1.0,0.3602030275212555,0.2738385836925807,0.0,0.8025284622194546,0.602948800896986,0.0,0.0,0.0,0.0,0.0
Wigglytuff,Normal,Fairy,1.0,0.0652762521206764,0.5636012299492783,0.0,0.0919383423072404,0.3667285137375887,0.1485165475675018,0.4709197042731718,0.1678828046396021,0.1932288339305105,0.705712566082586
Octillery,Water,,2.0,0.1711638732453696,0.5586579121789994,0.4810818877120472,0.1229673360365669,0.023057844463617,0.353553390538031,0.4261080808099275,0.1497866216245465,0.6604258857883236,0.5037824755091379
Piloswine,Ice,Ground,2.0,0.4681849882097565,0.5144441472760252,0.0724175302270859,0.4923171113464958,0.4943543054557042,0.1683016989198488,0.194415314942841,0.2249031649676264,0.4632570510855293,0.3639413041614447
Slakoth,Normal,,3.0,0.0,0.0,0.0105687323130674,0.0820851132637492,0.2908321594862917,0.0065467581183224,0.0024308097892069,0.0162004452900033,0.0589356730488425,0.4306494996919267
Mamoswine,Ice,Ground,4.0,0.0,0.5911794388944533,0.1028323611468282,0.3968993554508673,0.353553390538031,0.3888071872938969,0.0,0.0809054823112537,0.2862694508947929,0.4232969874171796
Latias,Dragon,Psychic,3.0,0.4030054991097195,0.0113768334345991,0.0,0.5718100900598353,0.3153068799655963,0.9368600932491652,0.0,0.0,0.0,0.0
Lotad,Water,Grass,3.0,0.6092056705882657,0.5515328369971734,0.1803404624865069,0.0320880776287656,0.0541243053185281,0.187230229512808,0.5403542921516671,0.2418703878831896,0.0609815816552014,0.6623253185743446
Pikipek,Normal,Flying,7.0,0.0355060171914425,0.4137763662192392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meowstic,Psychic,,6.0,0.1406864666534033,0.7510241575203962,0.0450790729862851,0.3804497018759156,0.6472846012197503,0.4438375866553065,0.2622850469733001,0.0981758459158607,0.3428728935463315,0.4854682887199846
Poliwag,Water,,1.0,0.3650637165242537,0.3945251564020577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tranquill,Normal,Flying,5.0,0.6780853476986081,0.377740249692756,0.0,0.434263858901084,0.3917283396149452,0.4305412141761088,0.3473264574972475,0.486394037782531,0.4772993730234276,0.0
Spidops,Bug,,9.0,0.0,0.0,0.0,0.6652638721074583,0.0,0.5469773414761463,0.0,0.0,0.2143856540024512,0.2961762943554874
Komala,Normal,,7.0,0.0,0.1867813996807278,0.0495339895514661,0.3766918523207765,0.353553390538031,0.4181259261842717,0.0510430712713877,0.0369128515274773,0.0,0.0
Lickilicky,Normal,,4.0,0.3475254232735031,0.3923291274004605,0.2072319328744732,0.187355084618369,0.0309239361032919,0.4721806646490376,0.3409505890023272,0.1083727778965336,0.3898674320622921,0.1236271826870967
Combee,Bug,Flying,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oricorio,Fire,Flying,7.0,0.0,0.0,0.0,0.0,0.5248559029038767,0.0290482635009136,0.110506406146002,0.0559513207460773,0.0,0.1641820508056113
Emboar,Fire,Fighting,5.0,0.4518822963868943,0.1702825189365847,0.0390387290405795,0.179028255819251,0.0,0.3561342227709907,0.0,0.1284129530851541,0.4353729398851074,0.3664717125884569
Arcanine,Fire,,1.0,0.3643565870881111,0.5659071063569171,0.1475458928364463,0.5253591249279982,0.5345988497677613,0.1477811268564293,0.0,0.2081583564494065,0.0,0.6251810937367357
Cosmog,Psychic,,7.0,0.4066949030386663,0.3661746229731357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
